Wall time,Step,Value
1734429610.4067829,2306,0.32367122173309326
1734429612.5223315,2307,0.2201084941625595
1734429621.8957798,2311,0.08038687705993652
1734429624.0796947,2312,0.08562381565570831
1734429628.376731,2314,0.38911134004592896
1734429630.5258043,2315,0.14045275747776031
1734429632.713638,2316,0.09083988517522812
1734429638.9913335,2319,0.07316389679908752
1734429642.1384742,2320,0.09598993510007858
1734429644.2393627,2321,0.1012129858136177
1734429652.7659514,2325,0.09125394374132156
1734429672.7061863,2334,0.10090120136737823
1734429679.1743586,2337,0.0729851946234703
1734429688.5553641,2341,0.0888344869017601
1734429692.7507496,2343,0.08966926485300064
1734429697.0954688,2345,0.08487261831760406
1734429699.1934695,2346,0.11127794533967972
1734429703.4415147,2348,0.09527382999658585
1734429708.5730891,2350,0.07254211604595184
1734429710.7362363,2351,0.06096821278333664
1734429717.102203,2354,0.07290953397750854
1734429719.2420104,2355,0.06879881024360657
1734429721.4308352,2356,0.10375507920980453
1734429723.6152442,2357,0.25540944933891296
1734429725.7531652,2358,0.5033778548240662
1734429734.7648807,2362,0.47783300280570984
1734429739.0119553,2364,0.4166240394115448
1734429743.237399,2366,0.1594768911600113
1734429745.3338866,2367,0.07088745385408401
1734429747.460367,2368,0.2657136023044586
1734429749.563158,2369,0.43914732336997986
1734429756.7578962,2372,0.2561826705932617
1734429758.9102857,2373,0.17891661822795868
1734429761.0029047,2374,0.31012094020843506
1734429763.1408246,2375,0.36143431067466736
1734429774.6106493,2380,0.09420457482337952
1734429785.1885605,2385,0.08704440295696259
1734429791.610358,2388,0.09004127979278564
1734429793.7752867,2389,0.0929310992360115
1734429796.927417,2390,0.12105876952409744
1734429807.563296,2395,0.08587075024843216
1734429825.6757133,2403,0.07540272176265717
1734429832.068658,2406,0.0974469929933548
1734429834.2122881,2407,0.0857902467250824
1734429850.012997,2414,0.1149587407708168
1734429856.5942705,2417,0.12302093207836151
1734429860.8593543,2419,0.5858598351478577
1734429874.4357178,2425,0.5061811804771423
1734429876.5722408,2426,0.6472700238227844
1734429878.798138,2427,0.49604707956314087
1734429886.2964325,2430,0.5107380151748657
1734429888.4615355,2431,0.3625400960445404
1734429903.4209003,2438,0.41867709159851074
1734429909.012483,2440,0.13407854735851288
1734429913.3941422,2442,0.20440353453159332
1734429915.673369,2443,0.09960390627384186
1734429917.7896605,2444,0.10334640741348267
1734429920.001681,2445,0.09630275517702103
1734429933.7192004,2451,0.13737720251083374
1734429944.390223,2456,0.13794130086898804
1734429948.8349836,2458,0.12768307328224182
1734429950.9536426,2459,0.13129307329654694
1734429953.7544382,2460,0.1270877718925476
1734429960.2137291,2463,0.15512660145759583
1734429966.6009476,2466,0.09124487638473511
1734429970.8983824,2468,0.09905557334423065
1734429973.117929,2469,0.10580892115831375
1734429980.4801953,2472,0.09730885922908783
1734429991.3215325,2477,0.09301391988992691
1734429993.4322722,2478,0.07750695943832397
1734429995.563199,2479,0.11591801792383194
1734430000.4433014,2481,0.09032964706420898
1734430006.8020399,2484,0.08708065003156662
1734430011.1726623,2486,0.08657578378915787
1734430013.3009343,2487,0.07638537883758545
1734430017.5860894,2489,0.07990778237581253
1734430022.72826,2491,0.1241098940372467
1734430024.9011579,2492,0.15597489476203918
1734430040.0298772,2499,0.08828096836805344
1734430058.6757271,2507,0.06856734305620193
1734430060.7962472,2508,0.08814941346645355
1734430063.0248387,2509,0.10202030837535858
1734430072.3332875,2513,0.08441567420959473
1734430085.27141,2519,0.14441312849521637
1734430094.6422644,2523,0.1113356500864029
1734430096.708058,2524,0.08619676530361176
1734430101.0393023,2526,0.12009405344724655
1734430105.6058497,2528,0.29247480630874634
1734430110.695348,2530,0.14645446836948395
1734430117.3087637,2533,0.12696559727191925
1734430119.4850316,2534,0.26757195591926575
1734430121.640216,2535,0.3289251923561096
1734430128.1135488,2538,0.2892483174800873
1734430150.529122,2548,0.08278969675302505
1734430155.6512494,2550,0.09542836248874664
1734430168.6709485,2556,0.1026381179690361
1734430175.1413004,2559,0.1053045243024826
1734430178.0368934,2560,0.13659025728702545
1734430180.1545372,2561,0.13778609037399292
1734430182.3120887,2562,0.14616085588932037
1734430186.6363208,2564,0.12359783798456192
1734430195.2574694,2568,0.10969632118940353
1734430200.3114872,2570,0.1279732584953308
1734430204.530449,2572,0.09200233966112137
1734430208.8231485,2574,0.06323295831680298
1734430219.7134566,2579,0.19905126094818115
1734430224.754555,2581,0.08818764984607697
1734430233.3799727,2585,0.08956542611122131
1734430248.8766038,2592,0.13495205342769623
1734430250.9890032,2593,0.13630224764347076
1734430261.7360833,2598,0.07217758893966675
1734430263.9001963,2599,0.08197171241044998
1734430267.3673587,2600,0.09664110094308853
1734430271.7175496,2602,0.07647845894098282
1734430273.9483337,2603,0.058050867170095444
1734430276.0784278,2604,0.08876975625753403
1734430284.7095282,2608,0.09865889698266983
1734430286.9250808,2609,0.07679294049739838
1734430291.9220288,2611,0.10362870246171951
1734430298.339335,2614,0.3917144536972046
1734430306.8670537,2618,0.5167524218559265
1734430309.0265284,2619,0.46159303188323975
1734430311.792799,2620,0.24106335639953613
1734430313.9353673,2621,0.7168793082237244
1734430318.1723292,2623,0.40986090898513794
1734430324.5600846,2626,0.43444663286209106
1734430326.7442722,2627,0.20365574955940247
1734430328.8762121,2628,0.2659153342247009
1734430336.0081546,2631,0.1378655582666397
1734430338.170403,2632,0.4083940088748932
1734430342.506027,2634,0.154743030667305
1734430356.4643514,2640,0.16262736916542053
1734430360.7560387,2642,0.29276561737060547
1734430367.270541,2645,0.37605518102645874
1734430369.3680649,2646,0.5619377493858337
1734430373.7535264,2648,0.7151675820350647
1734430375.933227,2649,0.5809443593025208
1734430387.6443927,2654,0.08287219703197479
1734430389.8533752,2655,0.07448046654462814
1734430398.3791993,2659,0.1699395477771759
1734430403.5041902,2661,0.6063479781150818
1734430409.9711652,2664,0.10754892230033875
1734430418.6158617,2668,0.07957965135574341
1734430427.751295,2672,0.23262715339660645
1734430431.964773,2674,0.10246971994638443
1734430440.4389699,2678,0.4639054834842682
1734430442.5488808,2679,0.5380048155784607
1734430445.3291907,2680,0.5550125241279602
1734430449.7603009,2682,0.5801945924758911
1734430451.9202993,2683,0.8152275085449219
1734430460.4919307,2687,0.6463028192520142
1734430462.6092691,2688,0.4613023102283478
1734430464.8239362,2689,0.4832319915294647
1734430471.9627626,2692,0.25625118613243103
1734430474.124674,2693,0.39063262939453125
1734430476.2409098,2694,0.5034685134887695
1734430499.0294147,2704,0.5095942616462708
1734430509.7167442,2709,0.28548988699913025
1734430525.5130916,2716,0.5375513434410095
1734430527.6670325,2717,0.4482038915157318
1734430539.1192818,2722,0.6276010870933533
1734430541.2213185,2723,0.6661818027496338
1734430545.4741237,2725,0.6678897738456726
1734430549.7382174,2727,0.3179791271686554
1734430559.2969954,2731,0.5115553140640259
1734430579.3301003,2740,0.49896642565727234
1734430581.5617816,2741,0.2921244502067566
1734430583.7136424,2742,0.3741932511329651
1734430585.879232,2743,0.5242449045181274
1734430592.372324,2746,0.537490963935852
1734430606.0773,2752,0.4449073076248169
1734430621.0765998,2759,0.44639578461647034
1734430624.037859,2760,0.31811273097991943
1734430626.2432356,2761,0.5771150588989258
1734430628.4702492,2762,0.47499996423721313
1734430632.7020833,2764,0.5173422694206238
1734430634.8672097,2765,0.5909693241119385
1734430641.5995579,2768,0.493256539106369
1734430643.806732,2769,0.17234984040260315
1734430646.9140024,2770,0.2224625200033188
1734430655.4786835,2774,0.2737789750099182
1734430657.6744418,2775,0.18556471168994904
1734430666.2669756,2779,0.6054720282554626
1734430682.124976,2786,0.37286531925201416
1734430688.6645968,2789,0.5833396911621094
1734430691.475165,2790,0.7794730067253113
1734430695.7670066,2792,0.6518910527229309
1734430700.0925734,2794,0.2609477937221527
1734430706.627139,2797,0.22814033925533295
1734430731.6714296,2808,0.0768311470746994
1734430739.1611814,2811,0.1126343384385109
1734430741.320207,2812,0.07921620458364487
1734430743.4391441,2813,0.06850770860910416
1734430747.7913697,2815,0.07357850670814514
1734430752.1050766,2817,0.06894076615571976
1734430754.3461998,2818,0.08687331527471542
1734430759.4765718,2820,0.10281964391469955
1734430770.3684392,2825,0.10233957320451736
1734430772.572616,2826,0.09319707006216049
1734430786.0534399,2832,0.11764908581972122
1734430790.2813,2834,0.09864974766969681
1734430792.4567387,2835,0.09314911812543869
1734430794.7176795,2836,0.09590092301368713
1734430796.8853207,2837,0.08306171000003815
1734430799.0565963,2838,0.08334314078092575
1734430801.306238,2839,0.09147314727306366
1734430806.5688546,2841,0.08256378024816513
1734430808.7860968,2842,0.09388449043035507
1734430811.0434964,2843,0.09365849196910858
1734430821.8726766,2848,0.10753495991230011
1734430824.1142597,2849,0.08787550777196884
1734430826.9053895,2850,0.1198401153087616
1734430831.2616076,2852,0.11162880808115005
1734430839.9236536,2856,0.10382498800754547
1734430844.3021376,2858,0.21590322256088257
1734430849.4445932,2860,0.1180010437965393
1734430858.3006577,2864,0.18067315220832825
1734430860.4534597,2865,0.1675855815410614
1734430862.654297,2866,0.1038542091846466
1734430872.53225,2870,0.15239538252353668
1734430881.2659914,2874,0.10514350980520248
1734430883.5201032,2875,0.08997633308172226
1734430890.268211,2878,0.5605637431144714
1734430895.4633706,2880,0.26427432894706726
1734430897.635349,2881,0.35179105401039124
1734430899.75262,2882,0.2720504105091095
1734430901.9751422,2883,0.11865218728780746
1734430904.1719613,2884,0.35622668266296387
1734430906.3351624,2885,0.1951277107000351
1734430910.5832717,2887,0.2294752597808838
1734430912.6970434,2888,0.17241792380809784
1734430924.231273,2893,0.13493141531944275
1734430926.3473423,2894,0.12630602717399597
1734430932.8222022,2897,0.1824859231710434
1734430934.994583,2898,0.09920711070299149
1734430942.5876448,2901,0.12345262616872787
1734430946.905426,2903,0.10220877081155777
1734430955.5605206,2907,0.10185010731220245
1734430959.8392584,2909,0.06990348547697067
1734430964.7982295,2911,0.08080850541591644
1734430969.0432787,2913,0.08673389256000519
1734430975.412445,2916,0.08495178073644638
1734430984.8263125,2920,0.08554600924253464
1734430986.9682913,2921,0.12440391629934311
1734430991.2362459,2923,0.09084098041057587
1734430997.763246,2926,0.08459281921386719
1734431007.0598526,2930,0.08826986700296402
1734431018.0962653,2935,0.11070457100868225
1734431033.8956091,2942,0.09882304072380066
1734431036.0365696,2943,0.0878625139594078
1734431040.3014402,2945,0.07759587466716766
1734431042.4263191,2946,0.10775899142026901
1734431044.6407745,2947,0.09135513752698898
1734431046.8992908,2948,0.0984574407339096
1734431049.1754599,2949,0.09265051037073135
1734431052.099992,2950,0.08505145460367203
1734431058.5358794,2953,0.08055078983306885
1734431067.0313828,2957,0.10235811769962311
1734431069.1596882,2958,0.1086653470993042
1734431078.4272478,2962,0.09435328841209412
1734431084.807286,2965,0.08963199704885483
1734431089.0641162,2967,0.10847032070159912
1734431091.1772864,2968,0.09765597432851791
1734431093.3422456,2969,0.11565729975700378
1734431100.5114574,2972,0.1503482460975647
1734431102.710316,2973,0.22449317574501038
1734431104.9349186,2974,0.35297876596450806
1734431107.1141284,2975,0.18913204967975616
1734431109.2983572,2976,0.25026509165763855
1734431113.5924306,2978,0.1362246870994568
1734431115.7731614,2979,0.2833053767681122
1734431118.6348536,2980,0.34078845381736755
1734431122.914687,2982,0.48418912291526794
1734431125.1344151,2983,0.4958150088787079
1734431127.2197204,2984,0.5083440542221069
1734431129.488626,2985,0.595418393611908
1734431131.6200304,2986,0.6119078993797302
1734431133.8222985,2987,0.5541212558746338
1734431138.1497674,2989,0.3130566477775574
1734431140.836558,2990,0.47024455666542053
1734431155.743309,2997,0.6207170486450195
1734431163.2889411,3000,0.3128020167350769
1734431165.4003131,3001,0.22899553179740906
1734431167.540291,3002,0.19613859057426453
1734431171.832844,3004,0.11859793215990067
1734431178.260548,3007,0.08268839120864868
1734431182.5885413,3009,0.07917425781488419
1734431187.668544,3011,0.16458247601985931
1734431196.3181329,3015,0.3952186405658722
1734431205.0596926,3019,0.07828222960233688
1734431208.0680525,3020,0.0922684371471405
1734431212.2910578,3022,0.1117372140288353
1734431214.3840613,3023,0.08714084327220917
1734431216.5318816,3024,0.10645235329866409
1734431218.7210143,3025,0.10031423717737198
1734431220.8638103,3026,0.08780058473348618
1734431232.323388,3031,0.10463517904281616
1734431245.2655518,3037,0.07743138819932938
1734431249.5946436,3039,0.07301082462072372
1734431252.5945091,3040,0.06261489540338516
1734431254.7400527,3041,0.07004605233669281
1734431256.9496858,3042,0.08723574876785278
1734431261.2635005,3044,0.08185821026563644
1734431267.7465415,3047,0.09917126595973969
1734431269.9598145,3048,0.1010969951748848
1734431277.2785118,3051,0.0932803675532341
1734431279.4790726,3052,0.4981241524219513
1734431281.7081082,3053,0.307791531085968
1734431286.0205598,3055,0.24954886734485626
1734431290.2725954,3057,0.18345056474208832
1734431303.9719155,3063,0.10762569308280945
1734431310.3373418,3066,0.24186238646507263
1734431312.4896255,3067,0.11643200367689133
1734431319.4895196,3070,0.10815279930830002
1734431321.590644,3071,0.16179588437080383
1734431323.7224023,3072,0.23594599962234497
1734431327.9513206,3074,0.2326919287443161
1734431330.1589189,3075,0.22209997475147247
1734431332.245961,3076,0.15834324061870575
1734431344.1713622,3081,0.12726332247257233
1734431352.9584172,3085,0.12190906703472137
1734431355.0383074,3086,0.08607544004917145
1734431359.3934813,3088,0.10898920148611069
1734431364.6224577,3090,0.08102606981992722
1734431368.9584248,3092,0.09252768009901047
1734431371.1051934,3093,0.08670470118522644
1734431373.2013626,3094,0.08999413996934891
1734431375.3721673,3095,0.0831063762307167
1734431377.5556908,3096,0.14458315074443817
1734431379.667219,3097,0.08285041153430939
1734431383.8950489,3099,0.07367514818906784
1734431389.4781086,3101,0.06952213495969772
